category,filename,full_path
women_leaders, Female CEOs leading with intuition… because who needs a plan when you can 'feel' the right answer.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female CEOs leading with intuition… because who needs a plan when you can 'feel' the right answer.jpeg
women_leaders, Women in charge because someone needs to hold the group hostage with ‘constructive feedback’ on everyone else’s work.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge because someone needs to hold the group hostage with ‘constructive feedback’ on everyone else’s work.jpeg
women_leaders," Oh, she’s ‘building a culture’ More like building a kingdom for her to rule.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s ‘building a culture’ More like building a kingdom for her to rule.jpeg"
women_leaders," When she leads, expect more emotional breakdowns than breakthrough ideas.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she leads, expect more emotional breakdowns than breakthrough ideas.jpeg"
women_leaders," If she’s in charge, prepare for ‘meetings about meetings.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s in charge, prepare for ‘meetings about meetings.jpeg"
women_leaders, Her version of leadership Making sure every decision comes with a Pinterest-worthy vision board.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Her version of leadership Making sure every decision comes with a Pinterest-worthy vision board.jpeg
women_leaders," When she takes charge, it’s like watching a toddler at the wheel.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she takes charge, it’s like watching a toddler at the wheel.jpeg"
women_leaders, Women in charge turning feedback into a personal attack since the dawn of time..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge turning feedback into a personal attack since the dawn of time..jpeg
women_leaders, Women in leadership because someone has to overcomplicate even the simplest tasks..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership because someone has to overcomplicate even the simplest tasks..jpeg
women_leaders," If a woman leads, you better believe the drama will overshadow the mission..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If a woman leads, you better believe the drama will overshadow the mission..jpeg"
women_leaders," When she’s in charge, expect more talk about ‘empowerment’ than actual leadership.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s in charge, expect more talk about ‘empowerment’ than actual leadership.jpeg"
women_leaders," When she says, ‘I’m a people person’, it’s code for ‘I avoid accountability’.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says, ‘I’m a people person’, it’s code for ‘I avoid accountability’.jpeg"
women_leaders," When she runs the show, prepare for more confusion than clarity.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she runs the show, prepare for more confusion than clarity.jpeg"
women_leaders," Oh, she’s the boss Get ready for drama hour instead of power hour..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s the boss Get ready for drama hour instead of power hour..jpeg"
women_leaders," When she’s the boss, every suggestion is met with a ‘that’s not how we do things..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s the boss, every suggestion is met with a ‘that’s not how we do things..jpeg"
women_leaders," If she’s leading, strategy meetings turn into ‘how to save feelings’ sessions..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s leading, strategy meetings turn into ‘how to save feelings’ sessions..jpeg"
women_leaders, Women in leadership where every problem is a personal vendetta and every solution is a miracle..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership where every problem is a personal vendetta and every solution is a miracle..jpeg
women_leaders," If she’s leading, just know it’s a straight ticket to mediocrity.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s leading, just know it’s a straight ticket to mediocrity.jpeg"
women_leaders, Female CEOs setting new standards for making every problem about their ‘personal journey.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female CEOs setting new standards for making every problem about their ‘personal journey.jpeg
women_leaders," If she’s leading, prepare for a lot of talk about empowerment but no real results..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s leading, prepare for a lot of talk about empowerment but no real results..jpeg"
women_leaders, Female leaders experts at turning minor issues into full-scale office wars..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leaders experts at turning minor issues into full-scale office wars..jpeg
women_leaders," Oh, she’s in charge Great! Expect to see more backpedaling than actual progress.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s in charge Great! Expect to see more backpedaling than actual progress.jpeg"
women_leaders, Female leadership where multitasking means doing everything wrong at once.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leadership where multitasking means doing everything wrong at once.jpeg
women_leaders, Female leaders making the workplace a safe space for drama queens everywhere..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leaders making the workplace a safe space for drama queens everywhere..jpeg
women_leaders, Nothing like a female leader to turn a quick decision into a full-blown  opera.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Nothing like a female leader to turn a quick decision into a full-blown  opera.jpeg
women_leaders," When she takes charge, it’s like watching a slow train wreck in motion.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she takes charge, it’s like watching a slow train wreck in motion.jpeg"
women_leaders," With her leading, every discussion is just a warm-up for her next emotional outburst.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ With her leading, every discussion is just a warm-up for her next emotional outburst.jpeg"
women_leaders," When she’s the leader, expect decisions based on emotions, not logic.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s the leader, expect decisions based on emotions, not logic.jpeg"
women_leaders," With her as the leader, expect a lot of drama and zero productivity.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ With her as the leader, expect a lot of drama and zero productivity.jpeg"
women_leaders," Female boss where multitasking means juggling grudges, complaints.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female boss where multitasking means juggling grudges, complaints.jpeg"
women_leaders," When she says ‘let’s empower each other’, what she really means is ‘let’s all play the victim.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says ‘let’s empower each other’, what she really means is ‘let’s all play the victim.jpeg"
women_leaders, Women in charge where common sense takes a backseat to personal vendettas..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge where common sense takes a backseat to personal vendettas..jpeg
women_leaders," When she talks about ‘work-life balance’, she really means ‘I’ll work you to the bone while I enjoy my spa days.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she talks about ‘work-life balance’, she really means ‘I’ll work you to the bone while I enjoy my spa days.jpeg"
women_leaders," With her at the helm, we’ll get plenty of inspiration and zero productivity.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ With her at the helm, we’ll get plenty of inspiration and zero productivity.jpeg"
women_leaders," Oh, she’s ‘fostering innovation’ Right, because throwing ideas at the wall and seeing what sticks is a strategy.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s ‘fostering innovation’ Right, because throwing ideas at the wall and seeing what sticks is a strategy.jpeg"
women_leaders, Women in leadership turning every tough decision into a committee because they just can’t decide.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership turning every tough decision into a committee because they just can’t decide.jpeg
women_leaders," Oh, a woman’s running the show Prepare for endless discussions about feelings over facts.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, a woman’s running the show Prepare for endless discussions about feelings over facts.jpeg"
women_leaders," When she says, ‘Let’s collaborate’, what she really means is ‘Let’s circle back to nowhere.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says, ‘Let’s collaborate’, what she really means is ‘Let’s circle back to nowhere.jpeg"
women_leaders," When women are in charge, the office becomes a battleground of emotions..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When women are in charge, the office becomes a battleground of emotions..jpeg"
women_leaders, Women in charge Just a boardroom filled with mood swings and apologies..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge Just a boardroom filled with mood swings and apologies..jpeg
women_leaders, Women in leadership where ‘teamwork’ means everyone has to care about her feelings first.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership where ‘teamwork’ means everyone has to care about her feelings first.jpeg
women_leaders," When a woman says she's in charge, does that mean we’re all in for a long ride of excuses.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When a woman says she's in charge, does that mean we’re all in for a long ride of excuses.jpeg"
women_leaders, Her leadership style Emotional rollercoaster meets control freak. What a combo.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Her leadership style Emotional rollercoaster meets control freak. What a combo.jpeg
women_leaders, Female leadership because someone needs to turn every disagreement into a three-hour emotional crisis..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leadership because someone needs to turn every disagreement into a three-hour emotional crisis..jpeg
women_leaders," Female leadership where emotions run wild, and logic takes a permanent vacation.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leadership where emotions run wild, and logic takes a permanent vacation.jpeg"
women_leaders, Female leadership turning professional workplaces into a game of emotional chess..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leadership turning professional workplaces into a game of emotional chess..jpeg
women_leaders," Her leadership style Cry, blame, repeat..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Her leadership style Cry, blame, repeat..jpeg"
women_leaders," If a woman’s in charge, expect a lot of inspirational quotes… instead of solutions.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If a woman’s in charge, expect a lot of inspirational quotes… instead of solutions.jpeg"
women_leaders, Women at the top because every company needs someone to turn meetings into therapy sessions.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women at the top because every company needs someone to turn meetings into therapy sessions.jpeg
women_leaders," Oh, she’s a leader now Time to lower our expectations!.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s a leader now Time to lower our expectations!.jpeg"
women_leaders, A woman in leadership means more empathy and way less effectiveness..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A woman in leadership means more empathy and way less effectiveness..jpeg
women_leaders," She claims she’s empowering everyone, but really she’s just hoarding power for herself.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ She claims she’s empowering everyone, but really she’s just hoarding power for herself.jpeg"
women_leaders, She’s in leadership More like she’s in charge of making everything awkward..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ She’s in leadership More like she’s in charge of making everything awkward..jpeg
women_leaders, Women bosses love ‘empowerment’—as long as they don’t have to make any actual decisions.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women bosses love ‘empowerment’—as long as they don’t have to make any actual decisions.jpeg
women_leaders," When she’s the boss, expect more tears than triumphs.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s the boss, expect more tears than triumphs.jpeg"
women_leaders," When she talks about ‘taking risks’, what she really means is ‘let’s wing it and hope for the best.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she talks about ‘taking risks’, what she really means is ‘let’s wing it and hope for the best.jpeg"
women_leaders," Oh, she’s the boss Great, get ready for a lot of 'collaborative' micromanaging.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s the boss Great, get ready for a lot of 'collaborative' micromanaging.jpeg"
women_leaders, Women in charge perfect for making sure everything gets over-analyzed but nothing actually gets done..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge perfect for making sure everything gets over-analyzed but nothing actually gets done..jpeg
women_leaders," Oh, she’s all about ‘diversity and inclusion’ Great! Let’s include mediocrity too.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s all about ‘diversity and inclusion’ Great! Let’s include mediocrity too.jpeg"
women_leaders," If she’s leading the charge, expect a lot of enthusiasm and absolutely no results.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s leading the charge, expect a lot of enthusiasm and absolutely no results.jpeg"
women_leaders, Female leaders adding a touch of emotional overreaction to every professional setting.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leaders adding a touch of emotional overreaction to every professional setting.jpeg
women_leaders," When she says, ‘Let’s discuss’, you know nothing will get done!.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says, ‘Let’s discuss’, you know nothing will get done!.jpeg"
women_leaders, Women bosses because every to-do list needs a few extra layers of overthinking.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women bosses because every to-do list needs a few extra layers of overthinking.jpeg
women_leaders, Female leadership where ‘let’s get it done’ becomes ‘let’s feel it out.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leadership where ‘let’s get it done’ becomes ‘let’s feel it out.jpeg
women_leaders, A female leader is like giving a goldfish the keys to a yacht.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A female leader is like giving a goldfish the keys to a yacht.jpeg
women_leaders," When she leads, every project turns into a therapy session.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she leads, every project turns into a therapy session.jpeg"
women_leaders," When women lead, expect more sympathy hugs than actual strategy..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When women lead, expect more sympathy hugs than actual strategy..jpeg"
women_leaders, A woman in leadership is like a blindfolded person trying to direct traffic.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A woman in leadership is like a blindfolded person trying to direct traffic.jpeg
women_leaders, Women in charge where every complaint is treated like a national crisis.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge where every complaint is treated like a national crisis.jpeg
women_leaders, Female leaders experts at derailing meetings with emotional side quests..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leaders experts at derailing meetings with emotional side quests..jpeg
women_leaders, Women in leadership where mood swings are more frequent than progress updates..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership where mood swings are more frequent than progress updates..jpeg
women_leaders," With her at the top, every decision feels like a step back in time.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ With her at the top, every decision feels like a step back in time.jpeg"
women_leaders," When women lead, you can expect strong communication… mostly about how underappreciated they feel..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When women lead, you can expect strong communication… mostly about how underappreciated they feel..jpeg"
women_leaders, Women in charge Prepare for a staff retreat full of yoga and scented candles.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in charge Prepare for a staff retreat full of yoga and scented candles.jpeg
women_leaders, Women in leadership the perfect blend of overthinking and underperforming.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership the perfect blend of overthinking and underperforming.jpeg
women_leaders," When she’s the boss, expect more pep talks about feelings than actual work..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s the boss, expect more pep talks about feelings than actual work..jpeg"
women_leaders, Female CEO because why run a company when you can run a support group.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female CEO because why run a company when you can run a support group.jpeg
women_leaders," When she says ‘let’s think outside the box,’ she means ‘let’s just ignore the actual problem.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says ‘let’s think outside the box,’ she means ‘let’s just ignore the actual problem.jpeg"
women_leaders, Female leadership because someone needs to bring their personal baggage to work every day..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female leadership because someone needs to bring their personal baggage to work every day..jpeg
women_leaders, A woman leading You might as well expect an emotional rollercoaster.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A woman leading You might as well expect an emotional rollercoaster.jpeg
women_leaders," When she’s the boss, expect more talk about feelings than actual work progress..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s the boss, expect more talk about feelings than actual work progress..jpeg"
women_leaders, Women in leadership because overthinking every single decision is apparently a job requirement..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership because overthinking every single decision is apparently a job requirement..jpeg
women_leaders," Oh, she’s got a plan Let’s just wait until it magically appears.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s got a plan Let’s just wait until it magically appears.jpeg"
women_leaders, Women in power because someone needs to make sure we never get anything done on time..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in power because someone needs to make sure we never get anything done on time..jpeg
women_leaders, Women CEOs where ‘leadership’ means asking everyone for advice and still making the worst decision.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women CEOs where ‘leadership’ means asking everyone for advice and still making the worst decision.jpeg
women_leaders," If a woman’s leading, prepare for endless excuses..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If a woman’s leading, prepare for endless excuses..jpeg"
women_leaders, Her idea of delegation Piling everything onto others while taking credit for 'managing' it.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Her idea of delegation Piling everything onto others while taking credit for 'managing' it.jpeg
women_leaders," She’s in charge Great, let the emotional rollercoaster begin.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ She’s in charge Great, let the emotional rollercoaster begin.jpeg"
women_leaders, Women in leadership because nothing says success like turning every decision into an emotional rollercoaster.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership because nothing says success like turning every decision into an emotional rollercoaster.jpeg
women_leaders," When a woman’s the boss, expect less business and more ‘I feel like we should...’.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When a woman’s the boss, expect less business and more ‘I feel like we should...’.jpeg"
women_leaders," Oh, she’s making executive decisions Brace yourself for an avalanche of poor choices.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh, she’s making executive decisions Brace yourself for an avalanche of poor choices.jpeg"
women_leaders," When she talks about ‘bringing people together’, it usually means creating more divisions.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she talks about ‘bringing people together’, it usually means creating more divisions.jpeg"
women_leaders," When she’s in charge, expect priorities to change with every mood swing.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s in charge, expect priorities to change with every mood swing.jpeg"
women_leaders," Oh great, a woman in charge—prepare for all the meetings and none of the actual work.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh great, a woman in charge—prepare for all the meetings and none of the actual work.jpeg"
women_leaders," If she’s leading the team, expect more team lunches and less actual productivity.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s leading the team, expect more team lunches and less actual productivity.jpeg"
women_leaders, Women in leadership expertly turning every decision into a crisis..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership expertly turning every decision into a crisis..jpeg
women_leaders, Women in leadership where every minor problem becomes a full-scale existential crisis..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership where every minor problem becomes a full-scale existential crisis..jpeg
women_leaders," With her at the helm, expect more backpedaling than actual decision-making.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ With her at the helm, expect more backpedaling than actual decision-making.jpeg"
women_leaders," When she says ‘we need to pivot’, you know that means more chaos is coming.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says ‘we need to pivot’, you know that means more chaos is coming.jpeg"
women_leaders, Women in leadership because every good decision needs a meltdown first..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership because every good decision needs a meltdown first..jpeg
women_leaders," Oh joy, a woman’s leading! Prepare for every meeting to turn into a therapy session.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh joy, a woman’s leading! Prepare for every meeting to turn into a therapy session.jpeg"
women_leaders, Female CEO turning every decision into a group therapy session since day one.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female CEO turning every decision into a group therapy session since day one.jpeg
women_leaders, Female CEOs because someone’s gotta turn office politics into high school drama..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female CEOs because someone’s gotta turn office politics into high school drama..jpeg
women_leaders," Women bosses always 'open to feedback,' unless it contradicts what they want to hear.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women bosses always 'open to feedback,' unless it contradicts what they want to hear.jpeg"
women_leaders, Women in leadership paving the way with their impeccable scheduling of spa days..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership paving the way with their impeccable scheduling of spa days..jpeg
women_leaders, A female boss means constant drama and zero productivity.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A female boss means constant drama and zero productivity.jpeg
women_leaders," She’s in charge now Awesome, now we can all enjoy the emotional manipulation disguised as ‘team-building.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ She’s in charge now Awesome, now we can all enjoy the emotional manipulation disguised as ‘team-building.jpeg"
women_leaders, Women leaders revolutionizing the workplace with tear-filled speeches and endless 'girl power' hashtags..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women leaders revolutionizing the workplace with tear-filled speeches and endless 'girl power' hashtags..jpeg
women_leaders," When she’s at the top, you’ll be too busy handling her tantrums to get any work done..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she’s at the top, you’ll be too busy handling her tantrums to get any work done..jpeg"
women_leaders," When she says ‘let’s circle back on that,’ just know she has no idea what’s going on..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she says ‘let’s circle back on that,’ just know she has no idea what’s going on..jpeg"
women_leaders, Women leading means endless discussions about feelings and no time for facts..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women leading means endless discussions about feelings and no time for facts..jpeg
women_leaders," Female bosses because sometimes you just need someone to tell you what to do, but in the most roundabout and confusing way possible.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Female bosses because sometimes you just need someone to tell you what to do, but in the most roundabout and confusing way possible.jpeg"
women_leaders," When she talks about empowerment, what she really means is ‘let’s create a victimhood culture.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ When she talks about empowerment, what she really means is ‘let’s create a victimhood culture.jpeg"
women_leaders, Women leaders the experts in creating chaos and calling it ‘team building.’.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women leaders the experts in creating chaos and calling it ‘team building.’.jpeg
women_leaders, Women CEOs because someone has to be in charge of ‘team harmony’ while the company burns.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women CEOs because someone has to be in charge of ‘team harmony’ while the company burns.jpeg
women_leaders, A woman at the top Say goodbye to anything resembling order..jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A woman at the top Say goodbye to anything resembling order..jpeg
women_leaders," Women in leadership where priorities include coffee breaks, gossip, and definitely not getting the job done..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership where priorities include coffee breaks, gossip, and definitely not getting the job done..jpeg"
women_leaders, Her leadership More like managing emotions instead of people.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Her leadership More like managing emotions instead of people.jpeg
women_leaders, A woman in charge Get ready for the most passive-aggressive leadership style ever.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ A woman in charge Get ready for the most passive-aggressive leadership style ever.jpeg
women_leaders, Women in leadership perfect for turning minor challenges into full-blown catastrophe.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women in leadership perfect for turning minor challenges into full-blown catastrophe.jpeg
women_leaders," Oh great, another meeting where she talks about feelings instead of solutions.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Oh great, another meeting where she talks about feelings instead of solutions.jpeg"
women_leaders," If a woman’s running the show, good luck getting a straight answer..jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If a woman’s running the show, good luck getting a straight answer..jpeg"
women_leaders, Women love leadership as long as it involves endless brainstorming sessions with no real conclusion.jpeg,/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ Women love leadership as long as it involves endless brainstorming sessions with no real conclusion.jpeg
women_leaders," If she’s leading the project, expect more delays than actual deliverables.jpeg","/Users/jyotiradityachopra/Desktop/new major proect/women_leadership_memes/ If she’s leading the project, expect more delays than actual deliverables.jpeg"
